empresa;documento
ACCENTURE DO BRASIL LTDA ;96534094000743
ACCESSTAGE TECNOLOGIA SA ;04398168000158
ACA IND E COM DE PECAS PARA AR;09371092000190
ACCIOLY IMP E COM DE AUTO PECAS;60892858000130
ACABAMENTOS ELETRICOS GALPAO DA LUZ EIRELI;28932819000106
ACDC SERVICOS GERADORES LTDA ;08470214000133
ACB AGRONEGOCIOS LTDA;32090489000126
ACE SCHMERSAL ELETROELETRONICA;61854147000133
ACCENTURE DO BRASIL LTDA ;96534094000158
ACEARIA FREDERICO MISSNER SA;82719956000102
ACHARYA AUDITORIA E CONSULTORIA UNI ;35739483000125
ACECORTEX CONSULTORIA EM INOVACAO L ;35063723000114
ACESSOR EQUIPAMENTOS INDUSTRIAIS LT ;51001683000132
ACELL HIGIENIZA;26108000000101
ACESSORIOS DE JOGOS E BILHARES MERC ;53473583000134
ACERT GRAFICA E EDITORA LTDA;04234283000197
ACGR SERVICOS DE TECNOLOGIA LTDA;17512593000178
ACESS E SISTEMAS DE SEGURANCA LTDA ;11624951000158
ACIOBRAS COM E REPRESENTACOES LTDA;65789117000141
ACL ESQUADRIAS METALICAS LTDA;08168646000194
ACLS Tecnologia LTDA;30029518000119
ACO PECAS DEMORE LTDA;89089668000160
ACOS CAPORAL IND E COM LTDA;51334654000192
ACOS F SACCHELLI LTDA;61471173000182
ACOST Soluções em Energia;12668623000116
ACOVISA IND COM ACOS ESPECIAIS LTDA;00987098000112
ACGR SERVICOS DE TECNOLOGIA LTDA;17232230850
ACUMULADORES MOURA SA ;09811654001222
ACQUAFORT COM DE MAT DE CONST EIRELI EPP;02264256000131
ACQUAFORT COMERCIO DE MATERIAIS DE CONSTRUCAO - EIRELI;02264256000212
ACUNETIX LTD ;
ACURA TECHNOLOGIES LTDA;04740975000107
ACURA TECHNOLOGIES LTDA ;04740975000298
ACUST CONSTRUASECO INSTALADORA DE F ;34025596000104
ACX CONTROLE DE PRAGAS LTDA;24622095000143
ADA MEDICA COM E REPRES DE PRODS MEDI;8281710000149
ADAFRUIT INDUSTRIES ;
ADALBERTO PEREIRA CAMARGO FILHO ;40457974168
ADALTO SOARES DOS SANTOS SERVICOS A ;30831496000106
ADEMILTON FERREIRA DA SILVA;27177771000105
ADAMA BRASIL S/A;02290510001067
ADD SOLUCOES EM MEIOS DE PAGAMENTO ;35496855000130
ADDED COMPUTER E TELEPHONY COMERCIO COM E SERV LTDA;03989599000126
ADDENDUM GESTAO ADMINISTRATIVA LTDA ME;30654461000149
ADENILSON RIBEIRO DOS SANTOS 56799322534;12867279000194
ADEBALDO CORREA PEIXE ;22514730000143
ADIB ELIAS FRAXE;28679128000142
ADECCO RECURSOS HUMANOS S A ;35918663001812
ADERENCIA TECNOLOGIA LTDA ;03359389000154
ADECCO RECURSOS HUMANOS SA ;35918663000760
ADILSON DAS NEVES ;26158052000184
ADEGA PAZINI LTDA;16963847000101
ADECCO RECURSOS HUMANOS S A ;35918663002207
ADILSON DORO PRODUTORA;11077166000122
ADEGA SECULO;19210663000169
ADECCO RECURSOS HUMANOS S A ;35918663003190
ADILSON KATSUYASU AOKI 20598391819 ;17519402000108
ADOBE SYSTEMS SOFTWARE;
ADILSON MOTA DA SILVA ME;6160146000180
ADECCO RECURSOS HUMANOS SA ;35918663000174
ADILSON SALVADOR DE CAMPOS 15950942884;19867596000150
ADRIANA BARBAROTO ME;96580394000173
ADISTEC BRASIL INFORMATICA LTDA ;15457043000178
ACR SISTEMAS INDUSTRIAIS LTDA;04632102000180
ACRILICOS BRASIL LTDA ;06317107000144
ACRILLANDER ARTE EM ACRILICO LTDA;05800013000169
ADESIVA COMERCIO E INDUSTRIA DE ADE ;01832178000161
ADETIVA DA SILVA SOUZA ME;00822743000147
ACRILPRINT LTDA ;31916555000101
ADRIANO DE OLIVEIRA RODRIGUES ;10416751000147
ADRIANO GORNI 34422247808;23884324000135
ADRIANO YURI PERES STRUBE 45434624831;37758186000152
ADRIANO RANDO MENTA DE OLIVEIRA 37065169855;32846454000174
ADRIANO DE OLIVEIRA 10021932492 ;27454087000123
ADUBOS ARAGUAIA IND E COM LTDA;03306578001130
ADUANA-TEC CONSULTORIA ADUANEIRA E COMERCIO EXTERIOR LTDA;17449974000150
ADUBOS CATALAO COMERCIO E INDUSTRIA LTDA;01831448000110
ADUBOS SUDOESTE LTDA;03225684000207
ADUBOS SUDOESTE LTDA;03225684000541
ADRIANA DEL NEGRO EVENTOS LTDA;8012151000171
ADRIANO AMORIN CAVERIANI;23872408000159
ADMINISTRACAO REGIONAL DO CRUZEIRO ;16673858000157
ADNIL DA COSTA SANTOS GOES ;10278829000104
ACRILYS DO BRASIL LAMIN PLAST LTDA;93831832000130
ADITUS CONSULTORIA FINANCEIRA LTDA;13484369000169
ADRIANA MIGLIAVACCA JORGE ME;19909744000151
ACT NOW SERV TECNICOS EM INFORMATICA LTDA;07457689000208
ADRIANA VIEIRA DOS SANTOS ;23621123000145
ACTIVEWEB TECHNOLOGIES INFORMATICA TECHNOLOGIES INFORMATICA LTDA ME;04724924000191
ACTUARE PRODUCOES ARTISTICAS E ENTRETENI;12062896000112
ADRIANO BERNHARD 17569159896;30595194000186
ACTUARIAL - ASSESSORIA E CONSULTORIA ATUARIAL LTDA.;767919000105
ACTIVECAMPAIGN LLC ;
ADRIANO BERTONI 22218473852;14715960000142
AFINKO SOLUCOES EM POLIMEROS;18033633000161
AFIXGRAF COM DE PROD GRAFICOS LTDA;21997212000165
ADUFÉRTIL FERTILIZANTES LTDA;44777951000147
ADVANCE TELECOMUNICACOES LTDA ;13859862000116
AFL ASSES EM INFORMATICA LTDA - EPP;00634878000189
ADVANCED CURSO DE FORMACAO DE VIGIL ;02089344000144
AFLAM INFORMATICA SOLUCOES E TECNOL LTDA;12183789000142
ADVANCED MECHATRONICS SOLUTIONS;13299009000197
AFMED DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA;27634532000137
ADVANNTECH SOLUCOES EM TECNOLOGIA LTDA;21974922000170
AFRICA AMBIENTAL - EIRELI;20405410000120
ADVANTECH BRASIL LTDA;03800074000281
AGAE COMERCIO E SERVICOS LTDA ;08539181000130
AGENCIA ESTADO S A ;62652961000138
AGENCIA VM2 INTERATIVIDADE DIGITAL EIRELI;00920941000143
AGCO DO BRASIL SOLUCOES AGRICOLAS;55962369000924
AFICIONADO COMERCIO DE ARTIGOS PARA BRINDES E DE DECORACAO LTDA;60264199000197
AGEL ANEIS GAXETAS EQUIPAMENTOS LT;51938702000151
AGENCIA PARAISOPOLIS EIRELI ;16756323000140
AGB Comunicação e Marketing Ltda;18926629000122
AGENCIA RADIOWEB SP PRODUCAO JORNAL JORNALISTICA SOCIEDADE SIMPLES;11667346000164
AGEM STAR TECNOLOGIA LTDA ME ;04324333000127
AGC COMERCIO DE FRUTAS LTDA;11278309000407
AGENCIA CENTRAL DE SHOWS EIRELI;32218397000189
AGIFORME - INDUSTRIA E COMERCIO DE CONFECCOES EIRELI;07813795000104
AGENCIA DUNLOP  LTDA;68007699000155
AGENT FOR NCC GROUP ESCROW LIMITED ;
AGGILE MOVEIS COMERCIO DE MOVEIS EI ;25209605000118
AEROSOFT CARGAS AEREAS LTDA ;01014373000265
AGIL FERRAMENTAS DE CORTE LTDA;10512130000167
AEROTINTAS COMERCIAL LTDA;67331538001202
AGENCIA BOOP EDITORA EIRELI;21364191000140
AGENCIA WTF PRODUCOES ARTISTICAS LTDA;20738561000108
AG SEGURA PRESTACAO DE SERVICOS REC ;27263761000192
AEVO TECNOLOGIA DA INFORMACAO S/A ;08606340000172
AFERITEC COMPROVACOES METROLOGICAS;00225796000180
AEX LOGISTICA EXPRESSA;15180327000160
AFERITEC SERVICOS DE CALIBRACAO;62214770000194
AGENCIA NACIONAL DO CINEMA ;04884574000120
ADVOCACIA FELICIANO SOARES ;60873437000161
ADVOCACIA JOSE DEL CHIARO ;01116893000106
AEG TEC TECNOL FERRAM ESPEC LTDA;00561638000100
AG PRINT COMERCIO E SERVICOS GRAFICOS LTDA.;29200066000107
AERIAL EXPOSURE LTD ;
AFS COMERCIO DE REVESTIMENTOS CERAM ;21075717000172
AGESP ELETROTECNICA LTDA;05598403000106
AGENCIA NACIONAL DE TRANSPORTES TERRESTRES ANTT;04898488000177
AGENCIA MOUSTACHE DESENVOLVIMENTO E ;15493523000194
ADVCOMM COMUNICACAO VISUAL EIRELI - EPP;09394124000173
AGENCIA NACIONAL TELECOMUNICACOES ;02030715000112
AEROGLASS BRASILEI SA FIBRAS VIDRO;61665212000182
AG BRASIL COMPOSITOS LTDA;04967579000117
AEROPORTOS DO NORDESTE DO BRASIL S.A;33919741000120
AEROSOFT CARGAS AEREAS LTDA ;01014373000184
AGILA TECNOLOGIA DA INFORMACAO LTDA ;07951039000133
AGILITY EQUIPAMENTOS CONTRA INCENDIO LTDA. - ME;06186650000150
AGILE CONTENTS BRASIL DESENVOLVIMENTO DE SOFTWARE LTDA;15324798000102
AGILE PARK ESTACIONAMENTOS LTDA ;22240160000140
AGILETECH COMERCIO E IMPORTACAO LTDA;35755899000137
AGILE STEEL COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA;33499126000101
AGILICA GRAFIXA DIGI;23299962000199
AGILIGA COPIADORA E BAZAR LTDA;52838554000166
AGILITY NETWORKS TECNOLOGIA LTDA ;65530768000112
AGILLITAS SOLUCOES DE PAGAMENTOS LTDA;13776742000155
AGILLITRANS TRANSPORTES E LOCACOES EIRELI;22227957000108
AGIS EQUIP SERVICOS DE INFORMATICA;68993641000128
AGIS EQUIPAMENTOS E SERVICOS DE;68993641000802
AGROCAC COMÉRCIO INSUMOS AGRÍCOLAS;00302831000118
AGIS EQUIPAMENTOS E SERVIÇOS DE INFORMATICA LTDA;68993641000802
AGMartins Comercial e Eletronica Ltda;07885699000163
AGNS GRÁFICA & EDITORA LTDA;61794921000168
AGORA ELEVADORES LTDA ;22899545000114
AGORA-ENTERTRAINING & DESENVOLVIMEN LTDA;24262201000125
AGOSTINHO CIRILLO HIGIENE EPP;5653841000111
AGRICAMP PRESTACAO DE SERVICOS DE C ;05521354000103
AGRIVITTA INSUMOS AGRICOLAS EIRELI;26280013000406
AGRO HEMAR LTDA;62118567000114
AGRO QUIMICA MARINGA SA;61980181000405
AGRO RODAS LTDA - ME;09528105000192
AGRO SYSTEMS EQUIP HIDRAULICOS;05974097000157
AGROBIOTECH AGRONEGÓCIOS;55480099000168
AGUIA LOCACOES DE MATERIAS CINEMATOGRAFI;11586527000166
AGYLIZZY TRANSPORTES EIRELI ;27285920000150
AI CONSOLIDATED INC ;
AI O TATU AMERICANO DESENTUPIDORA E DEDETIZADORA LTDA;30273916000186
AIMAR SRL;
AIR MICRO LTDA.;507638000113
AIR PARANÁ COMPRESSORES LTDA.;95387619000107
AKIRA DESINSETIZADORA E DESENTUPIDO LTDA;07690972000102
AIRLINK FILTROS INDUSTRIA E COMERCIO LTDA;06306060000113
AJAX DEDETIZADORA E DESENTUPIDORA EIRELI;29154665000131
AITE GESTÃO EM SAÚDE LTDA.;6292009000108
AJHS COMERCIAL EIRELI;26173719000118
AJINOMOTO DO BRASIL IND COM ALIMENT;46344354000740
AGROEFETIVA SERVICOS SS LTDA;24665652000103
AGRÁRIA INDÚSTRIA E COMÉRCIO LTDA;50423383000189
AJK DIVISORIAS E FORROS LTDA ;50646470000103
AGROMAC IND COM EQUIP AGRIC LTDA;05039976000191
AGTECHNOLOGIES PRODUTOS ELETRO;07135153000195
AJN COLETA DE LIXO LTDA;05649153000188
AGROMETAL COML DE FERRAGENS LTDA;48539548000807
AK Networks Comercio e Importacao de Software Ltda;08185386000165
AGRONELLI INDÚSTRIA E COMÉRCIO LTDA;25778390000156
AGUAS DE TERESINA SANEAMENTO SPE SA ;27157474000106
AK SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA;21345281000194
AGRONELLI INDÚSTRIA E COMÉRCIO LTDA;25778390000660
AGUAS E ESGOTOS DO PIAUI SA ;06845747000127
AKENTANNOS, INC;
AGROPECUARIA JECA TATU LTDA ;26945829000150
AGUAS GUARIROBA SA ;04089570000150
AKG DO BRASIL DESENV E COMERCIALIZ;13461781000163
AGROPOM SERV HIDRAULICOS LTDA EPP;10400474000184
AGUASALUBRE BEBEDOURO LIMPO LTDA ;08467784000174
AGROSTAHL S/A INDUSTRIA E COMERCIO;45493772000140
AGUATIVA GOLF RESORT S A;77424992000290
AGROTTHA PISOS E DECORACOES LTDAC ;06278269000110
AGUIA LOCACOES DE MAQUINAS E ANDAIM ;08598850000145
AKIVA TECNOLOGIA LTDA;09289704000109
AKZO NOBEL LTDA;60561719002258
AKSO PRODUTOS ELETRONICOS LTDA;05545381000108
AL PACK EMBALAGENS, REPRESENTAÇÃO, MANUTENÇÃO E REPAROS LTDA-ME.;21214777000129
AJ MOBILIDADE CORPORATIVA VIAGENS E ;56066327000110
ALATUR JTB VIAGENS E TURISMO S A ;15279665000315
ALAN ANTONIO VENTURI 21933003804;14382990000184
AL SERVICOS DE MONITORAMENTO EIRELI;24475201000103
ALARMEFORTE SISTEMAS ELETRÔNICOS DE SEGURANÇA LTDA.;68566926000182
ALAIN ITEANU - ME;14772821000150
ALATUR JTB EVENTOS E INCENTIVOS LTD ;27033506000153
ALATUR JTB VIAGENS E TURISMO SA ;15279665000234
ALATUR JTB VIAGENS E TURISMO S A ;15279665000153
ALBA DIESEL COMERCIO DE PECAS LTDA ;40272759000148
AKTIE NOW SERVIÇOS TECNOLÓGICOS E EMPRESARIAIS LTDA;24552976000135
AKTUAL SERVICE LTDA ME;09357199000184
ALBAUGH AGRO BRASIL LTDA;01789121000470
ALBATROZ SEGURANCA E VIGILANCIA LTDA;66700295000117
ALDEMIR RODRIGUES DOS SANTOS;58650565000102
ALBAUGH AGRO BRASIL LTDA;01789121000631
ALBERFLEX INDUSTRIA DE MOVEIS LTDA ;60656774000105
ALBERTO DO AMARAL DOMINGUES 30404593844;14330967000146
ALBERTO HOHER E CIA LTDA ME;74907767000135
ALBERTO MAUAD ABUJAMRA ;35402555915
ALBERTO SADAMI FUKUSHIMA;38274151000100
ALBINO VILLA NETO ME;02731004000256
ALBONETT LOCACOES TRANSPORTES E SER ;03993189000159
ALEXANDRE;39530943865
ALCANCY CURSO DE FORMAÇÃO DE VIGILANTES E SEGURANÇAS LTDA;07028291000256
ALESSANDRO A. HETSHEIMEIR FERRAM;29815413000106
ALDERINO DE A LIMA ;10344361000109
ALCANFORDIAS SERVICOS MEDICOS LTDA ;08765879000174
ALEXANDRE ATHENIENSE SOCIEDADE INDIVIDUAL DE ADVOCACIA;27312845000179
ALESSANDRO RODRIGO MARCOLA 21636202802;23598781000163
ALEXANDRE DA CHAGA PEREIRA30579578895;12653565000157
ALESSAT CORRETORA DE SEGUROS E CONS ;28163287000190
ALEXANDRE DO NASCIMENTO BEZERRA 99077094253;36746452000164
ALEX ALONSO GIL ALUGUEL DE EQUIPAMENTOS E SERVICOS DE ENGENHARIA;31371546000182
ALEX SANDRO TIBERIO 26855824870;12652436000144
ALEX THULIO MIGUEL DA SILVA 10640105637;27235650000172
ALEX JUNIOR LUTKE;18045439000104
ALEXANDRE FERREIRA TEGANI TRANSPORT ;31426949000181
ALEXANDRE DOMINGUES COM E IMPORT;13362654000107
ALEXANDRE KALACHE CONSULTORIA SOCIA ;28247341000185
ALEXANDRE JOSE BRAZ CAMARA ;06840807703
ALCIDE ALVES FRANCO COMERCIO ATACADISTA DE PRODUTOS DE HIGIE;26322515000100
ALCIONE ROBERTO AGAPE DE CARVALHO;15140850000162
ALCIMAR MILITAO DE ARAUJO 29555606854;35445630000154
ALENFER ACESSORIOS INDUSTRIAIS LTDA;18160347000167
ALDIVA LOPES DE MAGALHAES ME;11371287000182
ALEKSANDER PASOTI FOSSA;20300494000137
ALDO COMPONENTES ELETRONICOS LTDA;81106957000119
ALELO S.A ;04740876000125
ALEBOCCI DESIGNER GRAFICO E MULTIMIDIA L;13326593000122
ALERTA SECURITY SOLUTIONS INFORMATI SECURITY SOLUTIONS INFORMATICA LTDA;06946041000151
ALERTA SECURITY SOLUTIONS INFORMATI LTDA;27063964000135
ALDECI PINTO 25895021840;18158399000107
ALCS SYSTEM;33407007000181
ALCTEL TELECOMUNICACOES E INFORMATI ;01389269000174
ALERTA SEGURANÇA E MEDICINA DO TRABALHO LTDA ME;86136763591
ALERTA SEGURANCA E MEDICINA DO TRABALHO LTDA;14658598000115
ALERTY SERVICOS DE PORTARIA LTDA;28505555000104
ALEXANDRE PISCINAS LTDA;15249319000122
ALEXANDRE QUESSADA ATANAZIO 46342242836;39723048000163
ALEXANDRE ROGERIO DE ABREU;09274477000130
ALEXANDRE ROBERTO DA SILVA XAVIER 32540886892;14820150000156
ALEXANDRE SANTANA RODRIGUES DA SILV 50696522810;24119583000132
ALEXANDRE TANIZAKI;23803931000123
ALEXANDRE STAHL me;25006329000190
ALEXANDRIA COMERCIO DE ÁGUAS E BEBIDAS LTDA;10144318000108
ALEXEI EDWARD VIEIRA ;06802811855
ALEXFABI VEICULAÇÃO DE COMUNICAÇÃO LTDA ME;07789056000116
ALEXSANDRO DA SILVA GONZAGA;34557753000114
ALEXFABI VEICULAÇÃO DE COMUNICAÇÃO LTDA - ME ;07946556000114
ALEXSANDRA COQUE RODRIGUES 14387703830;21335539000171
ALEXSANDRO RIBEIRO 28824756832;19220085000141
ALF PARTICIPACOES LTDA ;30187839000141
ALFA DISTRIBUIDORA DE PRODUTOS E SERVIÇOS LTDA-ME;31175808000133
ALFA COMERCIO E DISTRIBUIDORA DE PLASTICOS LTDA.;22395972000165
ALFA ELEVADORES LIMITADA ;67056028000111
ALFA X INDUSTRIA DE EQUIP E MAN LTD;26166281000140
ALFA MOURA INDUSTRIA E COMERCIO EIR ;26771737000100
ALFAGOLF PORTARIA E SERVICOS - EIRELI - ;18792849000100
ALFAIA E ALFAIA COMÉRCIO DE EMBALAGENS LTDA - EPP;18256239000192
ALFALUX ILUMINACAO LTDA ;12970897000165
ALFAPLAST COMERCIO DE PRODUTOS;04919019000197
ALLIED SERVICOS EIRELI ;00890537000174
ALFASEG VIGILANCIA E SEGURANCA LTDA;6029385000104
ALLURY COM. PROD. PROMOC. LTDA EPP;12384157000147
ALKANSE EQUIPAMENTOS ELETRONICOS LTDALKANSE EQUIPAMENTOS ELETRÔNICOS LTDA;00716656000105
ALFATEC EQUIPAMENTOS CONTRA INCENDIO LTDA.;10760553000104
ALKMIM E ALMEIDA ORG;06969553000133
ALLYSON ARTHUR NASCIMENTO ALVES 016 ;36820136000195
ALLIED TECNOLOGIA S A;20247322005297
ALKMIM E ALMEIDA ORGANIZACAO DE EVENTOS;6969553000133
ALMA PRODUÇÃO E COMU;3833631000103
ALL CLEAN COMERCIO DE PRODUTOS DE LIMPEZA E DESCARTAVEIS LTDA;19719607000154
ALLMAX DISTRIBUIDORA DE MATERIAL DE LIMPEZA E DECARTAVEIS EIRELI;26124061000154
ALMATIS DO BRASIL LTDA;14458172000118
ALLEN COMÉRCIO E SERVIÇOS DE INFORMÁTICA LTDA.;74531856000120
ALL IN COMERCIO DE CARPETES E TAPETES LTDA;17073307000115
ALLPOINT ELECTRONICS LTDA;00471914000130
ALMEIDA E CALDAS SOCIEDADE DE ADVOG ;10458821000120
ALLENFIX COMERCIO DE PARAFUSOS E FI ;02430739000169
ALL IN MAIL;02351877000403
ALLPOINT NETWORK COMPANY ;
ALLERGAN PRODUTOS FARMACEUTICOS LTDA;43426626000177
ALL THE GOODS SOLUCOES LTDA;18689378000100
ALMEIDA INDUSTRIA E COMERCIO DE;53398145000159
ALGI COMUNICACAO VISUAL LTDA;24184417000110
ALLIANZ SEGUROS SA ;61573796000166
ALINE PEREIRA DAS FLORES 06572955907;26068143000129
ALLIANCE SERVICOS E SEGURANCA LTDA ;26220124000176
ALMEIDA PRADO E HOFFMANN ADVG ASSOCIADOS;07939675000140
ALMEIDA REPRESENTACAO E COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI;21634239000193
ALGO MAIS EDITORA LTDA;7911306000149
ALLPROT OPTICAL COM DE PRODUTOS;18893283000103
ALLTECKNOWLEDGE PRODUTOS INFORMATICA LTDA EPP;20514908000120
ALL TREINAMENTOS INDUSTRIAIS E ASSE ASSESSORIA LTDA;20941967000185
ALIANCA DO ACO COMERCIO DE FERROS LTDA;09339448000109
ALTAMEDICAL PRODUTOS MEDICOS HOSPITALARES LTDA;27554040000131
ALLARMI COMERCIO E SERVICOS DE ALAR ;08142876000184
ALIASTECH SOLUCOES EM TI LTDA;18098510000109
ALSCO TOALHEIRO BRASIL LTDA;33325184001786
ALINE ANDRADE FLORIDO 33733861876;24545416000153
ALINOX DO IPIRANGA COMERCIAL E SERR SERRALHERIA LTDA;08674000000189
ALTERNATIVA BRIGADAS DE EMERGENCIAS BRIGADAS EMERGENCIAS EIRELI EPP;01657148000166
ALISSON JOAQUIM FLOR -ME;01060548000190
ALTAIR ENGINEERING DO BRASIL SIST E;07563525000184
ALINE OLIVEIRA SILVA ME;12823897000132
ALO GAS SERVICOS LTDA;02575417000108
ALK FERRAMENTAS EIRELI ME;23733180000116
ALTAIR PINHO NOGUEIRA ME;14659714000110
ALMIR LEMES DESENHO TECNICOS ME ;27621244000148
ALKA3 INDUSTRIA DE AUTOPECAS LTDA;09244985000175
ALPHA CENTERASSISTÊNCIA ORTOPÉDICA LTD;58722836000180
ALKANSE EQUIPAMENTOS ELETRONICOS LTDA;716656000105
ALPHA CLEAN DISTRIBUIDORA LTDA;01862327000135
ALPACK DO BRASIL IND E COM DE;06997077000164
ALPHA INDUSTRIA METALURGICA LTDA;04139977000145
ALTRA INDUSTRIAL MOTION DO BRASIL;03324310000150
ALPHA PREVENCAO CONTRA INCENDIO LTDA;09480131000198
ALTETO ESTRUTURAS MODULARES LTDA;10303810000170
ALUISIO ERICK DA SILVA REIS 01280816350;17783246000180
ALULEV ESCADA LTDA;73013666000158
ALUMAQ LOC E COM DE MAQS DE SOLDAS;46991618000161
ALVES ANDRADE PROJETOS E INSTALACOES EIRELI;26340903000105
ALVES CARVALHO ENGENHARIA E INSTALA ;11488854000185
ALVES EIRELI ME;14048291000100
ALVES HOTEL LTDA;43086701000106
ALVO IND COM DE ARTEFATOS DE COURO  LTDA;61529855000107
AMADE COMERCIO DE PRODUTOS DE LIMPEZA EIRELI;61435970000104
ALVORADA INDUSTRIAL DE MAQUINAS;72682727000107
ALVORADA SISTEMA AMBIENTAL LTDA;06353329000112
ALWN COMPUTACAO GRAFICA LTDA;12142565000192
ALZENI VERONICA DE ARAUJO CUNHA 087 ;32852846000146
AM DESPACHANTE E CORRETORA DE IMOVE CORRETORA IMOVEIS LTDA ME;03007908000115
AM TRADE ELETRONICA EIRELI ;10830062000184
AM-AUDITORES MÉDICOS ASSOCIADOS S/C LTDA.;67971697000119
AMA COMERCIO E MANUTENCAO DE APARELHOS ELETRO ELETRONICOS LTDA;03226573000126
AMADO DE LIMA VIDEOS;08022697000103
AMBER ORGANIZACAO DE FESTAS E EVENTOS L;8284757000166
AMAZONAUTICA COMERCIAL LTDAA;84117126000130
AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.;15436940000103
AMADO DE LIMA VIDEOS ME;8022697000103
AMAZON WEB SERVICES ;
AMAZONCOM INC ;
AMAZONAS ENERGIA SA ;02341467000120
AMAFIBRA FIBRAS E SUBSTRATOS;03548281000100
AMBA ENGENHARIA LTDA ;13078374000171
AMAFIBRA FIBRAS SUBS AGR AMAZ;03548281000290
AMAURI CESAR CALEFFI ;03397172896
AMAZONAS INDUSTRIA E COM LTDA;47959697002725
AMARAL E VILELA LTDA;09103333000110
AMAZONAS INDUSTRIA E COMERCIO;47959697000358
AMALIA MARIA LUIZ DA SILVA 31358566828;14942815000102
AMARALINA SERVICOS E SISTEMAS LTDA ;24144729000108
AMAZONAS TRIBUNAL DE JUSTICA ;04812509000190
AMAZONAS PRIME VEICULOS E PECAS LTD ;23820026000181
AMBIENTAL AUTOMACAO E PROTECAO;19393183000180
AMAZON AWS SERVICOS BRASIL LTDA ;23412247000110
AMBER PRODUCOES;08284757000166
AMBIENTAL QUALIDADE DE VIDA NO;05478504000135
AMAURI VIEIRA DA SILVA LIMPEZA DE DUTOS;10741317000132
AMBIENTECH EQUIPS PROD E SERVICOS;03143358000161
AMECIS EMBALAGENS EM ONDULADO LTDA ;55392047000130
AMERICA COM DE TINTAS DE MARILIA;07653260000105
AMERICA FUTEBOL CLUBE ;08333783000137
AMERICA IMPORTACAO E EXPORTACAO EIRELI;25134543000122
AMERICA NET LTDA ;01778972000174
AMERICAN MEGATRENDS INC ;
AMERINODE DO BR IMPORTACAO E EXPORT ;18005899000109
AMERIMOLAS COMERCIO DE MOLAS;17379202000199
AMC CONTROLE DE PRAGAS E VETORES URBANOS LTDA EPP;22320757000103
AMD FLORES PAISAGISMO LTDA ME ;19587017000115
AME SUA MENTE;28985030000113
AMETTA SERV ADMINISTRATIVOS E EVENTOS LTDA ME;13767475000150
AMETEK DO BRASIL LTDA;03222955000181
AMGL COMERCIO DE MATERIAIS ELETRICO ;05434101000194
AMICI DISTRIBUIDORA DE SUPRIMENTOS DE PAPELARIA LTDA;17748562000110
AMINO PRODUCOES EIRELLI - EPP;17641435000118
AMIKAELE DA SILVA 09279737406;21948631000107
AMIL ASSISTENCIA MEDICA INTERNACION ASSISTENCIA MEDICA INTERNACIONAL SA;29309127000179
AMILTECH COMÉRCIO E SERVIÇO EIRELLI - ME;24737178000188
AMPLA ENERGIA E SERVICOS S A ;33050071000158
AMIXXAM SISTEMAS DE PROTEÇÃO E SERVIÇOS - EIRELI;07287934000103
AMORIM FLUIDOS E FERRAMENTAS LTDA;35020245000165
AMPLA MATERIAL DE CONSTRUCAO LTDA ;10944409000110
AMK TRADUCOES LTDA EPP ;08758144000113
AMPLAMIX ELETRICA E CONSTR LTDA ME ;17936776000110
AMP Assessoria Treinamento e Eventos Ltda.;04234763000158
ANA CLARA BRAGA COUTINHO;36656902000128
ANA CATARINA RODRIGUES 11020321822;15509420000175
AMVSHOP7 COMERCIO VAREJISTA DE MATERIAIS ELETRONICOS EIRELI;19339557000180
ANA CLAUDIA FONTOURA DA SILVA ME;17175271000180
AMX IT SOLUTIONS EIRELI;13193726000130
ANA BEATRIZ MOURA POLONIO 36860055812;15222358000136
ANA L U SERVICE DISTRIBUICAO DE MATERIAIS EM GERAL LTDA;26898232000100
ANA MARIA FERREIRA LIMA ;02860260234
ANA MARIA FERRERO ;
ANA MARIA PASSOS 07886535804;21322701000117
